38.983683,-76.51702
38.983361,-76.51724
38.983229,-76.517318
38.981693,-76.51781
38.981624,-76.517862
38.981549,-76.517914
38.981468,-76.51796
38.981386,-76.518007
38.981299,-76.518047
38.980758,-76.518429
38.980736,-76.518523
38.980773,-76.518735
38.980811,-76.518848
38.980889,-76.519088
38.981114,-76.520457
38.981184,-76.52087
38.981239,-76.52122
38.981251,-76.521302
38.981264,-76.521392
38.981273,-76.521482
38.981281,-76.521572
38.981286,-76.521657
38.981289,-76.521743
38.981299,-76.521827
38.981318,-76.521984
38.981326,-76.522054
38.981339,-76.522105
38.981381,-76.522157
38.981428,-76.522205
38.981484,-76.52225
38.981549,-76.522297
38.981621,-76.522343
38.981703,-76.522395
38.981748,-76.522399
38.981823,-76.522433
38.981981,-76.522503
38.982141,-76.522545
38.982221,-76.522572
38.982306,-76.522597
38.982396,-76.522629
38.982564,-76.52269
38.982643,-76.522727
38.983043,-76.523042
38.983296,-76.52343
38.983384,-76.523567
38.983576,-76.523798
38.983623,-76.52385
38.983671,-76.523897
38.983719,-76.523945
38.983769,-76.523998
38.983821,-76.524047
38.983873,-76.524093
38.984333,-76.52445
38.984398,-76.524485
38.984468,-76.524512
38.984543,-76.524537
38.984618,-76.524562
38.984694,-76.524585
38.984774,-76.524607
38.984929,-76.524657
38.986003,-76.525005
38.986309,-76.525065
38.986394,-76.52508
38.986488,-76.525098
38.986588,-76.525117
38.986698,-76.525142
38.986814,-76.525178
38.986933,-76.525225
38.987053,-76.525278
38.987179,-76.525352
38.987301,-76.525437
38.987414,-76.525535
38.987516,-76.525643
38.988339,-76.526303
38.988818,-76.526525
38.989064,-76.526485
38.989411,-76.526387
38.989746,-76.526293
38.990049,-76.526163
38.990748,-76.525692
38.991208,-76.525528
38.991508,-76.525537
38.992066,-76.525865
38.992598,-76.526607
38.992673,-76.526865
38.992713,-76.527092
38.992689,-76.528115
38.992659,-76.528517
38.992591,-76.52971
38.992586,-76.529792
38.992579,-76.529882
38.992574,-76.52998
38.992566,-76.530153
38.992566,-76.530237
38.992566,-76.530327
38.992569,-76.530412
38.992574,-76.5305
38.992581,-76.530592
38.992594,-76.530682
38.992611,-76.530772
38.992629,-76.530865
38.992851,-76.53145
38.992899,-76.531525
38.992956,-76.531598
38.993016,-76.53167
38.993083,-76.531742
38.993151,-76.531812
38.993223,-76.531882
38.993298,-76.531945
38.993373,-76.532007
38.993758,-76.532273
38.993896,-76.532362
38.994023,-76.53244
38.994213,-76.532575
38.994371,-76.532713
38.994661,-76.532932
38.994788,-76.533023
38.994858,-76.533075
38.994946,-76.53314
38.994963,-76.533148
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.53315
38.994966,-76.533155
38.994966,-76.533155
38.994993,-76.533172
38.995028,-76.533199
38.995066,-76.533242
38.995098,-76.533314
38.995123,-76.533392
38.995134,-76.53348
38.995133,-76.533572
38.995121,-76.533672
38.995101,-76.533774
38.994998,-76.534168
38.994976,-76.534267
38.994931,-76.534465
38.994908,-76.534565
38.994868,-76.53476
38.994848,-76.534862
38.994828,-76.534963
38.994804,-76.535065
38.994779,-76.535169
38.994733,-76.535385
38.994711,-76.535495
38.994688,-76.535605
38.994659,-76.535713
38.994349,-76.536888
38.994008,-76.53797
38.993978,-76.538067
38.993953,-76.538158
38.993926,-76.538253
38.993878,-76.53844
38.993853,-76.538535
38.993828,-76.538633
38.993804,-76.538733
38.993758,-76.538942
38.993716,-76.539157
38.993699,-76.539267
38.993678,-76.539378
38.993639,-76.539597
38.993538,-76.54033
38.993424,-76.541127
38.993406,-76.54123
38.993391,-76.541335
38.993369,-76.541437
38.993343,-76.541543
38.993321,-76.541655
38.993298,-76.541772
38.993276,-76.541885
38.993251,-76.542
38.993228,-76.542117
38.993206,-76.542235
38.993179,-76.542352
38.992916,-76.543378
38.992543,-76.544819
38.992141,-76.546359
38.992088,-76.546574
38.991704,-76.548062
38.991603,-76.548493
38.991574,-76.548602
38.991541,-76.548712
38.991468,-76.548937
38.991431,-76.549055
38.991393,-76.549175
38.991263,-76.549733
38.991384,-76.549873
38.991456,-76.549932
38.991548,-76.54998
38.992088,-76.550485
38.992336,-76.550738
38.993013,-76.55133
38.993141,-76.551428
38.993766,-76.551983
38.993829,-76.552037
38.993891,-76.552093
38.994081,-76.552248
38.994274,-76.552414
38.994338,-76.552462
38.994403,-76.552514
38.995111,-76.55303
38.995608,-76.553385
38.995673,-76.553427
38.995736,-76.553473
38.995801,-76.55352
38.995871,-76.553567
38.996008,-76.553665
38.996076,-76.553717
38.996144,-76.553764
38.996214,-76.553807
38.996284,-76.55385
38.996354,-76.553897
38.996501,-76.553983
38.996573,-76.554027
38.996648,-76.554073
38.996724,-76.554122
38.996799,-76.55417
38.996876,-76.55422
38.996953,-76.55427
38.997031,-76.554317
38.997183,-76.554422
38.997261,-76.554475
38.997341,-76.55453
38.997421,-76.55459
38.997503,-76.554648
38.997584,-76.554712
38.997668,-76.554768
38.997753,-76.554825
38.997839,-76.554882
38.997929,-76.554935
38.998019,-76.55499
38.998109,-76.555045
38.998199,-76.555102
38.998288,-76.555162
38.998378,-76.555219
38.998471,-76.555274
38.998566,-76.555325
38.999034,-76.55558
38.999118,-76.555619
38.999194,-76.555647
38.999313,-76.555608
38.999398,-76.555482
38.999436,-76.555417
38.999469,-76.555352
38.999501,-76.555235
38.999513,-76.555193
